# Superapp — matriz de cobertura método × motor
# manifiesto: 690 símbolos · motores corridos: mssql · gate: estricto
# Estados: PASS=invocado · MISSING=in-scope sin invocar · FAIL=assert/fuga rojo.
# Los motores fuera de -engines aparecen MISSING en todas las filas y NO entran en el gate.
# La primera fila '!! engine-run' es la salud por motor, no un símbolo.

MÉTODO                                                             sqlite   postgres  mysql    mariadb  mssql  oracle
github.com/jcsvwinston/quark.(*TrackedQuery[T]).List               MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(*Tracked[T]).Changed                 MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(*Tracked[T]).Save                    MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(*Tx).Commit                          MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(*Tx).OnCommit                        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(*Tx).OnRollback                      MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(*Tx).ReleaseSavepoint                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(*Tx).Rollback                        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(*Tx).RollbackTo                      MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(*Tx).Savepoint                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(*Tx).Tx                              MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(*Window).OrderBy                     MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(*Window).PartitionBy                 MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(Array[T]).Len                        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(Array[T]).Slice                      MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(Array[T]).Value                      MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(BaseMiddleware).WrapExec             MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(BaseMiddleware).WrapQuery            MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(BaseMiddleware).WrapQueryRow         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(JSON[T]).Value                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(LockOptions).IsZero                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(MigrationLock).Release               MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(OpAddCheck).String                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(OpAddColumn).String                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(OpAddForeignKey).String              MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(OpAlterColumn).String                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(OpCreateIndex).String                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(OpCreateTable).String                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(OpDropCheck).String                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(OpDropColumn).String                 MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(OpDropForeignKey).String             MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(OpDropIndex).String                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(OpDropTable).String                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(Plan).Hash                           MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(Plan).IsEmpty                        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(Plan).String                         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Between              MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Eq                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Gt                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Gte                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).In                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).IsNotNull            MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).IsNull               MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Lt                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Lte                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Name                 MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Neq                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).NotIn                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedStringColumn).Like              MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.(TypedStringColumn).NotLike           MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.And                                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.BackfillSpec                          MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.CanonicalType                         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.CheckGeneratedDrift                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Cmp                                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Col                                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.DatabasePerTenant                     MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.DefaultLimits                         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.DefaultShardResolver                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.DefaultTenantConfig                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.DenseRank                             MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.DetectDialect                         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.DetectDialectByName                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Diff                                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Eq                                    MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ErrLockTimeout                        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Exists                                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.For                                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ForTx                                 MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Func                                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.GeneratedBinderRegistered             MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.GetModelMeta                          MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.GetModelMetaByType                    MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Gt                                    MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Gte                                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.HashModelFields                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.HashShardFunc                         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.In                                    MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.InSub                                 MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.IsDeadlock                            MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.IsUniqueViolation                     MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Lag                                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Lead                                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Lit                                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Lt                                    MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Lte                                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.MSSQL                                 MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.MariaDB                               MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.MigrationLock                         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ModelHash                             MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.MySQL                                 MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Ne                                    MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.New                                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NewListenerFactory                    MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NewLoggerEventBus                     MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NewOTelEventBus                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NewSQLGuard                           MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NewShardRouter                        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NewTenantRouter                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NewTypedColumn                        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NewTypedStringColumn                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NewWindow                             MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Not                                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NotExists                             MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NotIn                                 MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NotInSub                              MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Notify                                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.NullOf                                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Or                                    MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Oracle                                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Over                                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Plan                                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.PostgreSQL                            MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Predicate                             MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Rank                                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.RegisterDialect                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.RegisterGeneratedMeta                 MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.RegisterTypeMapper                    MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.RegisterTypedBinder                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.RegisterTypedScanner                  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ReplicaLeastConn                      MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ReplicaRandom                         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ReplicaRoundRobin                     MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ReplicaStrategy                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.RowLevelSecurityClient                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.RowLevelSecurityNative                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
