# Superapp — matriz de cobertura método × motor
# manifiesto: 746 símbolos · motores corridos: sqlite · gate: estricto
# Estados: PASS=invocado · MISSING=in-scope sin invocar · FAIL=assert/fuga rojo.
# Los motores fuera de -engines aparecen MISSING en todas las filas y NO entran en el gate.
# La primera fila '!! engine-run' es la salud por motor, no un símbolo.

MÉTODO                                                             sqlite   postgres  mysql    mariadb  mssql    oracle
github.com/jcsvwinston/quark.(*Query[T]).Unscoped                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Update                    PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UpdateBatch               MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UpdateFields              PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UpdateMap                 PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Upsert                    MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UpsertBatch               MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Where                     PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereBetween              PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereExpr                 PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereIn                   PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereJSON                 PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereNot                  PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereP                    PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereSubquery             MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).With                      PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WithRecursive             PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WithTrashed               MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WithoutAssociations       PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*ShardRouter).GetClient              PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*ShardRouter).ShardNames             PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Subquery).SQL                       MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TenantRouter).ActiveTenants         PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TenantRouter).GetClient             PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TenantRouter).ResolveTenant         PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TenantRouter).Tx                    PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TrackedQuery[T]).Find               PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TrackedQuery[T]).First              MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TrackedQuery[T]).List               MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tracked[T]).Changed                 PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tracked[T]).Save                    PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).Commit                          MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).OnCommit                        MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).OnRollback                      MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).ReleaseSavepoint                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).Rollback                        MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).RollbackTo                      MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).Savepoint                       MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).Tx                              MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Window).OrderBy                     PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Window).PartitionBy                 PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Array[T]).Len                        MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Array[T]).Slice                      MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Array[T]).Value                      MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(BaseMiddleware).WrapExec             MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(BaseMiddleware).WrapQuery            MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(BaseMiddleware).WrapQueryRow         MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(JSON[T]).Value                       MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(LockOptions).IsZero                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpAddCheck).String                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpAddColumn).String                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpAddForeignKey).String              MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpAlterColumn).String                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpCreateIndex).String                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpCreateTable).String                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropCheck).String                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropColumn).String                 MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropForeignKey).String             MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropIndex).String                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropTable).String                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Plan).Hash                           MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Plan).IsEmpty                        MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Plan).String                         MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Between              MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Eq                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Gt                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Gte                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).In                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).IsNotNull            MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).IsNull               MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Lt                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Lte                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Name                 MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Neq                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).NotIn                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedStringColumn).Like              MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedStringColumn).NotLike           MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.And                                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.CanonicalType                         MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Case                                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.CheckGeneratedDrift                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Cmp                                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Col                                   PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.CountDistinct                         MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.CumeDist                              MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DatabasePerTenant                     PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DefaultLimits                         PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DefaultShardResolver                  PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DefaultTenantConfig                   PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DeleteBatchOf                         MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DenseRank                             MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DetectDialect                         MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DetectDialectByName                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Diff                                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Eq                                    PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Exists                                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.FirstValue                            MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.For                                   PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ForTx                                 PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Func                                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.GeneratedBinderRegistered             MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.GetModelMeta                          MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.GetModelMetaByType                    MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Gt                                    MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Gte                                   PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.HashModelFields                       MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.HashShardFunc                         PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.In                                    MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.InSub                                 MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.IsDeadlock                            MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.IsUniqueViolation                     MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.JSONExtract                           MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lag                                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.LastValue                             MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lead                                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lit                                   PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lt                                    MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lte                                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.MSSQL                                 MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.MariaDB                               MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ModelHash                             MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.MySQL                                 MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NTile                                 MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Ne                                    MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.New                                   PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewListenerFactory                    MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewLoggerEventBus                     MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewOTelEventBus                       MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewSQLGuard                           MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewShardRouter                        PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewTenantRouter                       PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewTypedColumn                        PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewTypedStringColumn                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewWindow                             PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewWithDB                             MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Not                                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NotExists                             MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NotIn                                 MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NotInSub                              MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Notify                                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NthValue                              MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NullOf                                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Or                                    MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Oracle                                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Over                                  PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.PercentRank                           MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
