# Superapp — matriz de cobertura método × motor
# manifiesto: 690 símbolos · motores corridos: sqlite,postgres · gate: estricto
# Estados: PASS=invocado · MISSING=in-scope sin invocar · FAIL=assert/fuga rojo.
# Los motores fuera de -engines aparecen MISSING en todas las filas y NO entran en el gate.
# La primera fila '!! engine-run' es la salud por motor, no un símbolo.

MÉTODO                                                             sqlite   postgres  mysql    mariadb  mssql    oracle
github.com/jcsvwinston/quark.(*Client).Exec                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).GetClient                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).IntrospectSchema            PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).Migrate                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).MigrateRegistered           PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).PlanMigration               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).PlanMigrationRegistered     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).Raw                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).RawQuery                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).RegisterModel               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).RegisteredModels            PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).Sync                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).Tx                          PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).UseEventBus                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).Validate                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Client).WithOptions                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Cursor[T]).Close                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Cursor[T]).Err                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Cursor[T]).Next                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Cursor[T]).Scan                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*JSON[T]).Scan                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*JoinBuilder[T]).On                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*JoinBuilder[T]).OnRaw               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*ListenerFactory).CreateListener     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*LoggerEventBus).Publish             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*OTelEventBus).Publish               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).AllowUnbounded            PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Apply                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).AsSubquery                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Avg                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Cache                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Count                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Create                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).CreateBatch               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Cursor                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Delete                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).DeleteBatch               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).DeleteBy                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Distinct                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Except                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).ExceptAll                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Find                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).First                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).ForShare                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).ForUpdate                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).GroupBy                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).HardDelete                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Having                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).HavingAggregate           PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).HavingExpr                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Intersect                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).IntersectAll              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Iter                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Join                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).LeftJoin                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Limit                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).List                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Max                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Min                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).MustAsSubquery            PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).NoWait                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Offset                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).OnlyTrashed               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Or                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).OrderBy                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Paginate                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Preload                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Restore                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).RightJoin                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Select                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).SelectExpr                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).SkipLocked                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Sum                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Track                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Union                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UnionAll                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Unscoped                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Update                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UpdateBatch               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UpdateFields              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UpdateMap                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Upsert                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UpsertBatch               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Where                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereBetween              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereExpr                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereIn                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereJSON                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereNot                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereP                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereSubquery             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).With                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WithRecursive             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WithTrashed               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*ShardRouter).GetClient              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*ShardRouter).ShardNames             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Subquery).SQL                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TenantRouter).ActiveTenants         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TenantRouter).GetClient             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TenantRouter).ResolveTenant         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TenantRouter).Tx                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TrackedQuery[T]).Find               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TrackedQuery[T]).First              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TrackedQuery[T]).List               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tracked[T]).Changed                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tracked[T]).Save                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).Commit                          PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).OnCommit                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).OnRollback                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).ReleaseSavepoint                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).Rollback                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).RollbackTo                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).Savepoint                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).Tx                              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Window).OrderBy                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Window).PartitionBy                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Array[T]).Len                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Array[T]).Slice                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Array[T]).Value                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(BaseMiddleware).WrapExec             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(BaseMiddleware).WrapQuery            PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(BaseMiddleware).WrapQueryRow         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(JSON[T]).Value                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(LockOptions).IsZero                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(MigrationLock).Release               MISSING  PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpAddCheck).String                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpAddColumn).String                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpAddForeignKey).String              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpAlterColumn).String                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpCreateIndex).String                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpCreateTable).String                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropCheck).String                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropColumn).String                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropForeignKey).String             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropIndex).String                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropTable).String                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Plan).Hash                           PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Plan).IsEmpty                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Plan).String                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Between              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Eq                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Gt                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Gte                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).In                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).IsNotNull            PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).IsNull               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Lt                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Lte                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Name                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Neq                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).NotIn                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedStringColumn).Like              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedStringColumn).NotLike           PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.And                                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.BackfillSpec                          PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.CanonicalType                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.CheckGeneratedDrift                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Cmp                                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Col                                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DatabasePerTenant                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DefaultLimits                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DefaultShardResolver                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DefaultTenantConfig                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DenseRank                             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DetectDialect                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DetectDialectByName                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Diff                                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Eq                                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ErrLockTimeout                        MISSING  PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ErrUnsupportedFeature                 PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Exists                                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.For                                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ForTx                                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Func                                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.GeneratedBinderRegistered             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.GetModelMeta                          PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.GetModelMetaByType                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Gt                                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Gte                                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.HashModelFields                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.HashShardFunc                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.In                                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.InSub                                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.IsDeadlock                            PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.IsUniqueViolation                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lag                                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lead                                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lit                                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lt                                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lte                                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.MSSQL                                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.MariaDB                               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.MigrationLock                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ModelHash                             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.MySQL                                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Ne                                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.New                                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewListenerFactory                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewLoggerEventBus                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewOTelEventBus                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewSQLGuard                           PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewShardRouter                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewTenantRouter                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewTypedColumn                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewTypedStringColumn                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewWindow                             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Not                                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NotExists                             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NotIn                                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NotInSub                              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Notify                                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NullOf                                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Or                                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Oracle                                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Over                                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Plan                                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.PostgreSQL                            PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Predicate                             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Rank                                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterDialect                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterGeneratedMeta                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterTypeMapper                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterTypedBinder                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterTypedScanner                  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ReplicaLeastConn                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ReplicaRandom                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ReplicaRoundRobin                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ReplicaStrategy                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RowLevelSecurityClient                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RowLevelSecurityNative                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RowNumber                             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.SQLite                                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ScanTarget                            PASS     PASS      MISSING  MISSING  MISSING  MISSING
