# Superapp — matriz de cobertura método × motor
# manifiesto: 690 símbolos · motores corridos: sqlite,postgres · gate: estricto
# Estados: PASS=invocado · MISSING=in-scope sin invocar · FAIL=assert/fuga rojo.
# Los motores fuera de -engines aparecen MISSING en todas las filas y NO entran en el gate.
# La primera fila '!! engine-run' es la salud por motor, no un símbolo.

MÉTODO                                                             sqlite  postgres  mysql    mariadb  mssql    oracle
github.com/jcsvwinston/quark.(*Query[T]).Apply                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).AsSubquery                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Avg                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Cache                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Count                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Create                    PASS    PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).CreateBatch               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Cursor                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Delete                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).DeleteBatch               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).DeleteBy                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Distinct                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Except                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).ExceptAll                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Find                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).First                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).ForShare                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).ForUpdate                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).GroupBy                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).HardDelete                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Having                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).HavingAggregate           PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).HavingExpr                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Intersect                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).IntersectAll              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Iter                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Join                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).LeftJoin                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Limit                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).List                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Max                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Min                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).MustAsSubquery            PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).NoWait                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Offset                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).OnlyTrashed               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Or                        PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).OrderBy                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Paginate                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Preload                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Restore                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).RightJoin                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Select                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).SelectExpr                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).SkipLocked                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Sum                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Track                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Union                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UnionAll                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Unscoped                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Update                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UpdateBatch               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UpdateFields              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UpdateMap                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Upsert                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).UpsertBatch               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).Where                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereBetween              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereExpr                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereIn                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereJSON                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereNot                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereP                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WhereSubquery             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).With                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WithRecursive             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Query[T]).WithTrashed               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*ShardRouter).GetClient              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*ShardRouter).ShardNames             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Subquery).SQL                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TenantRouter).ActiveTenants         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TenantRouter).GetClient             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TenantRouter).ResolveTenant         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TenantRouter).Tx                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TrackedQuery[T]).Find               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TrackedQuery[T]).First              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*TrackedQuery[T]).List               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tracked[T]).Changed                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tracked[T]).Save                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).Commit                          PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).OnCommit                        PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).OnRollback                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).ReleaseSavepoint                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).Rollback                        PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).RollbackTo                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).Savepoint                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Tx).Tx                              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Window).OrderBy                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(*Window).PartitionBy                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Array[T]).Len                        PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Array[T]).Slice                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Array[T]).Value                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(BaseMiddleware).WrapExec             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(BaseMiddleware).WrapQuery            PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(BaseMiddleware).WrapQueryRow         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(JSON[T]).Value                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(LockOptions).IsZero                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpAddCheck).String                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpAddColumn).String                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpAddForeignKey).String              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpAlterColumn).String                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpCreateIndex).String                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpCreateTable).String                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropCheck).String                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropColumn).String                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropForeignKey).String             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropIndex).String                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(OpDropTable).String                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Plan).Hash                           PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Plan).IsEmpty                        PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(Plan).String                         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Between              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Eq                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Gt                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Gte                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).In                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).IsNotNull            PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).IsNull               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Lt                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Lte                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Name                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).Neq                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedColumn[T]).NotIn                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedStringColumn).Like              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.(TypedStringColumn).NotLike           PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.And                                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.BackfillSpec                          PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.CanonicalType                         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.CheckGeneratedDrift                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Cmp                                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Col                                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DatabasePerTenant                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DefaultLimits                         PASS    PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DefaultShardResolver                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DefaultTenantConfig                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DenseRank                             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DetectDialect                         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.DetectDialectByName                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Diff                                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Eq                                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ErrUnsupportedFeature                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Exists                                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.For                                   PASS    PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ForTx                                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Func                                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.GeneratedBinderRegistered             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.GetModelMeta                          PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.GetModelMetaByType                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Gt                                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Gte                                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.HashModelFields                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.HashShardFunc                         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.In                                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.InSub                                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.IsDeadlock                            PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.IsUniqueViolation                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lag                                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lead                                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lit                                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lt                                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Lte                                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.MSSQL                                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.MariaDB                               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.MigrationLock                         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ModelHash                             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.MySQL                                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Ne                                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.New                                   PASS    PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewListenerFactory                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewLoggerEventBus                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewOTelEventBus                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewSQLGuard                           PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewShardRouter                        PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewTenantRouter                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewTypedColumn                        PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewTypedStringColumn                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NewWindow                             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Not                                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NotExists                             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NotIn                                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NotInSub                              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Notify                                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.NullOf                                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Or                                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Oracle                                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Over                                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Plan                                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.PostgreSQL                            PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Predicate                             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Rank                                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterDialect                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterGeneratedMeta                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterTypeMapper                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterTypedBinder                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterTypedScanner                  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ReplicaLeastConn                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ReplicaRandom                         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ReplicaRoundRobin                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ReplicaStrategy                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RowLevelSecurityClient                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RowLevelSecurityNative                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RowNumber                             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
